origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2021-09-17,INDPRO,2021-09-30,0,US,quantile,0.05,99.8182
2021-09-17,INDPRO,2021-09-30,0,US,quantile,0.1,99.9916
2021-09-17,INDPRO,2021-09-30,0,US,quantile,0.5,100.1501
2021-09-17,INDPRO,2021-09-30,0,US,quantile,0.9,100.4045
2021-09-17,INDPRO,2021-09-30,0,US,quantile,0.95,100.5739
2021-09-17,INDPRO,2021-09-30,0,US,mean,,100.1596
2021-09-17,INDPRO,2021-10-31,1,US,quantile,0.05,99.3065
2021-09-17,INDPRO,2021-10-31,1,US,quantile,0.1,99.4288
2021-09-17,INDPRO,2021-10-31,1,US,quantile,0.5,100.0628
2021-09-17,INDPRO,2021-10-31,1,US,quantile,0.9,101.2074
2021-09-17,INDPRO,2021-10-31,1,US,quantile,0.95,101.4557
2021-09-17,INDPRO,2021-10-31,1,US,mean,,100.2651
2021-09-17,INDPRO,2021-11-30,2,US,quantile,0.05,98.6006
2021-09-17,INDPRO,2021-11-30,2,US,quantile,0.1,99.0425
2021-09-17,INDPRO,2021-11-30,2,US,quantile,0.5,100.1385
2021-09-17,INDPRO,2021-11-30,2,US,quantile,0.9,101.8043
2021-09-17,INDPRO,2021-11-30,2,US,quantile,0.95,102.0004
2021-09-17,INDPRO,2021-11-30,2,US,mean,,100.1796
2021-09-17,INDPRO,2021-12-31,3,US,quantile,0.05,98.2466
2021-09-17,INDPRO,2021-12-31,3,US,quantile,0.1,98.6281
2021-09-17,INDPRO,2021-12-31,3,US,quantile,0.5,100.7411
2021-09-17,INDPRO,2021-12-31,3,US,quantile,0.9,102.418
2021-09-17,INDPRO,2021-12-31,3,US,quantile,0.95,102.5768
2021-09-17,INDPRO,2021-12-31,3,US,mean,,100.5146
2021-09-17,INDPRO,2022-01-31,4,US,quantile,0.05,97.9768
2021-09-17,INDPRO,2022-01-31,4,US,quantile,0.1,98.4838
2021-09-17,INDPRO,2022-01-31,4,US,quantile,0.5,100.7257
2021-09-17,INDPRO,2022-01-31,4,US,quantile,0.9,103.2851
2021-09-17,INDPRO,2022-01-31,4,US,quantile,0.95,103.8583
2021-09-17,INDPRO,2022-01-31,4,US,mean,,100.5197
2021-09-17,INDPRO,2022-02-28,5,US,quantile,0.05,98.6349
2021-09-17,INDPRO,2022-02-28,5,US,quantile,0.1,98.8402
2021-09-17,INDPRO,2022-02-28,5,US,quantile,0.5,100.9601
2021-09-17,INDPRO,2022-02-28,5,US,quantile,0.9,103.6007
2021-09-17,INDPRO,2022-02-28,5,US,quantile,0.95,103.6948
2021-09-17,INDPRO,2022-02-28,5,US,mean,,101.2165
2021-09-17,INDPRO,2022-03-31,6,US,quantile,0.05,100.041
