origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2021-12-31,CPIAUCSL,2022-01-31,0,US,quantile,0.05,0.0012
2021-12-31,CPIAUCSL,2022-01-31,0,US,quantile,0.1,0.0017
2021-12-31,CPIAUCSL,2022-01-31,0,US,quantile,0.5,0.0024
2021-12-31,CPIAUCSL,2022-01-31,0,US,quantile,0.9,0.0048
2021-12-31,CPIAUCSL,2022-01-31,0,US,quantile,0.95,0.0062
2021-12-31,CPIAUCSL,2022-01-31,0,US,mean,,0.0029
2021-12-31,CPIAUCSL,2022-02-28,1,US,quantile,0.05,0.0016
2021-12-31,CPIAUCSL,2022-02-28,1,US,quantile,0.1,0.0019
2021-12-31,CPIAUCSL,2022-02-28,1,US,quantile,0.5,0.0023
2021-12-31,CPIAUCSL,2022-02-28,1,US,quantile,0.9,0.004
2021-12-31,CPIAUCSL,2022-02-28,1,US,quantile,0.95,0.0052
2021-12-31,CPIAUCSL,2022-02-28,1,US,mean,,0.0027
2021-12-31,CPIAUCSL,2022-03-31,2,US,quantile,0.05,0.0016
2021-12-31,CPIAUCSL,2022-03-31,2,US,quantile,0.1,0.0019
2021-12-31,CPIAUCSL,2022-03-31,2,US,quantile,0.5,0.0023
2021-12-31,CPIAUCSL,2022-03-31,2,US,quantile,0.9,0.004
2021-12-31,CPIAUCSL,2022-03-31,2,US,quantile,0.95,0.0051
2021-12-31,CPIAUCSL,2022-03-31,2,US,mean,,0.0027
2021-12-31,CPIAUCSL,2022-04-30,3,US,quantile,0.05,0.0016
2021-12-31,CPIAUCSL,2022-04-30,3,US,quantile,0.1,0.0019
2021-12-31,CPIAUCSL,2022-04-30,3,US,quantile,0.5,0.0024
2021-12-31,CPIAUCSL,2022-04-30,3,US,quantile,0.9,0.0043
2021-12-31,CPIAUCSL,2022-04-30,3,US,quantile,0.95,0.0054
2021-12-31,CPIAUCSL,2022-04-30,3,US,mean,,0.0028
2021-12-31,CPIAUCSL,2022-05-31,4,US,quantile,0.05,0.0015
2021-12-31,CPIAUCSL,2022-05-31,4,US,quantile,0.1,0.0019
2021-12-31,CPIAUCSL,2022-05-31,4,US,quantile,0.5,0.0024
2021-12-31,CPIAUCSL,2022-05-31,4,US,quantile,0.9,0.0043
