origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2014-03-17,INDPRO,2014-03-31,0,US,quantile,0.05,99.615
2014-03-17,INDPRO,2014-03-31,0,US,quantile,0.1,99.8874
2014-03-17,INDPRO,2014-03-31,0,US,quantile,0.5,100.8483
2014-03-17,INDPRO,2014-03-31,0,US,quantile,0.9,101.8091
2014-03-17,INDPRO,2014-03-31,0,US,quantile,0.95,102.0815
2014-03-17,INDPRO,2014-03-31,0,US,mean,,100.8483
2014-03-17,INDPRO,2014-04-30,1,US,quantile,0.05,99.0499
2014-03-17,INDPRO,2014-04-30,1,US,quantile,0.1,99.4322
2014-03-17,INDPRO,2014-04-30,1,US,quantile,0.5,100.7808
2014-03-17,INDPRO,2014-04-30,1,US,quantile,0.9,102.1294
2014-03-17,INDPRO,2014-04-30,1,US,quantile,0.95,102.5117
2014-03-17,INDPRO,2014-04-30,1,US,mean,,100.7808
2014-03-17,INDPRO,2014-05-31,2,US,quantile,0.05,98.6105
2014-03-17,INDPRO,2014-05-31,2,US,quantile,0.1,99.0752
2014-03-17,INDPRO,2014-05-31,2,US,quantile,0.5,100.7143
2014-03-17,INDPRO,2014-05-31,2,US,quantile,0.9,102.3535
2014-03-17,INDPRO,2014-05-31,2,US,quantile,0.95,102.8182
2014-03-17,INDPRO,2014-05-31,2,US,mean,,100.7143
2014-03-17,INDPRO,2014-06-30,3,US,quantile,0.05,98.2378
2014-03-17,INDPRO,2014-06-30,3,US,quantile,0.1,98.7704
2014-03-17,INDPRO,2014-06-30,3,US,quantile,0.5,100.6489
2014-03-17,INDPRO,2014-06-30,3,US,quantile,0.9,102.5274
2014-03-17,INDPRO,2014-06-30,3,US,quantile,0.95,103.06
2014-03-17,INDPRO,2014-06-30,3,US,mean,,100.6489
2014-03-17,INDPRO,2014-07-31,4,US,quantile,0.05,97.909
2014-03-17,INDPRO,2014-07-31,4,US,quantile,0.1,98.4999
2014-03-17,INDPRO,2014-07-31,4,US,quantile,0.5,100.5845
2014-03-17,INDPRO,2014-07-31,4,US,quantile,0.9,102.669
2014-03-17,INDPRO,2014-07-31,4,US,quantile,0.95,103.26
2014-03-17,INDPRO,2014-07-31,4,US,mean,,100.5845
2014-03-17,INDPRO,2014-08-31,5,US,quantile,0.05,97.6119
2014-03-17,INDPRO,2014-08-31,5,US,quantile,0.1,98.2545
