origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2003-06-17,CPIAUCSL,2003-06-30,0,US,quantile,0.05,0.00055
2003-06-17,CPIAUCSL,2003-06-30,0,US,quantile,0.1,0.0008
2003-06-17,CPIAUCSL,2003-06-30,0,US,quantile,0.5,0.001843
2003-06-17,CPIAUCSL,2003-06-30,0,US,quantile,0.9,0.0028
2003-06-17,CPIAUCSL,2003-06-30,0,US,quantile,0.95,0.0033
2003-06-17,CPIAUCSL,2003-07-31,1,US,quantile,0.05,0.00055
2003-06-17,CPIAUCSL,2003-07-31,1,US,quantile,0.1,0.00075
2003-06-17,CPIAUCSL,2003-07-31,1,US,quantile,0.5,0.001793
2003-06-17,CPIAUCSL,2003-07-31,1,US,quantile,0.9,0.0026
2003-06-17,CPIAUCSL,2003-07-31,1,US,quantile,0.95,0.0032
2003-06-17,CPIAUCSL,2003-08-31,2,US,quantile,0.05,0.0005
2003-06-17,CPIAUCSL,2003-08-31,2,US,quantile,0.1,0.00075
2003-06-17,CPIAUCSL,2003-08-31,2,US,quantile,0.5,0.001799
2003-06-17,CPIAUCSL,2003-08-31,2,US,quantile,0.9,0.0025
2003-06-17,CPIAUCSL,2003-08-31,2,US,quantile,0.95,0.003
2003-06-17,CPIAUCSL,2003-09-30,3,US,quantile,0.05,0.0005
2003-06-17,CPIAUCSL,2003-09-30,3,US,quantile,0.1,0.00075
2003-06-17,CPIAUCSL,2003-09-30,3,US,quantile,0.5,0.001803
2003-06-17,CPIAUCSL,2003-09-30,3,US,quantile,0.9,0.0025
2003-06-17,CPIAUCSL,2003-09-30,3,US,quantile,0.95,0.003
2003-06-17,CPIAUCSL,2003-10-31,4,US,quantile,0.05,0.00045
2003-06-17,CPIAUCSL,2003-10-31,4,US,quantile,0.1,0.00075
2003-06-17,CPIAUCSL,2003-10-31,4,US,quantile,0.5,0.001799
2003-06-17,CPIAUCSL,2003-10-31,4,US,quantile,0.9,0.0025
2003-06-17,CPIAUCSL,2003-10-31,4,US,quantile,0.95,0.003
2003-06-17,CPIAUCSL,2003-11-30,5,US,quantile,0.05,0.00045
2003-06-17,CPIAUCSL,2003-11-30,5,US,quantile,0.1,0.0007
2003-06-17,CPIAUCSL,2003-11-30,5,US,quantile,0.5,0.001801
2003-06-17,CPIAUCSL,2003-11-30,5,US,quantile,0.9,0.0026
2003-06-17,CPIAUCSL,2003-11-30,5,US,quantile,0.95,0.0031
2003-06-17,CPIAUCSL,2003-12-31,6,US,quantile,0.05,0.0004
2003-06-17,CPIAUCSL,2003-12-31,6,US,quantile,0.1,0.0007
2003-06-17,CPIAUCSL,2003-12-31,6,US,quantile,0.5,0.001801
2003-06-17,CPIAUCSL,2003-12-31,6,US,quantile,0.9,0.0026
2003-06-17,CPIAUCSL,2003-12-31,6,US,quantile,0.95,0.0031
2003-06-17,CPIAUCSL,2004-01-31,7,US,quantile,0.05,0.0005
