origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2021-08-17,INDPRO,2021-08-31,0,US,quantile,0.05,99.7471
2021-08-17,INDPRO,2021-08-31,0,US,quantile,0.1,99.9224
2021-08-17,INDPRO,2021-08-31,0,US,quantile,0.5,100.3367
2021-08-17,INDPRO,2021-08-31,0,US,quantile,0.9,100.7638
2021-08-17,INDPRO,2021-08-31,0,US,quantile,0.95,100.9527
2021-08-17,INDPRO,2021-08-31,0,US,mean,,100.2519
2021-08-17,INDPRO,2021-09-30,1,US,quantile,0.05,99.4361
2021-08-17,INDPRO,2021-09-30,1,US,quantile,0.1,99.7352
2021-08-17,INDPRO,2021-09-30,1,US,quantile,0.5,100.4404
2021-08-17,INDPRO,2021-09-30,1,US,quantile,0.9,101.1106
2021-08-17,INDPRO,2021-09-30,1,US,quantile,0.95,101.3555
2021-08-17,INDPRO,2021-09-30,1,US,mean,,100.2519
2021-08-17,INDPRO,2021-10-31,2,US,quantile,0.05,99.0434
2021-08-17,INDPRO,2021-10-31,2,US,quantile,0.1,99.5787
2021-08-17,INDPRO,2021-10-31,2,US,quantile,0.5,100.567
2021-08-17,INDPRO,2021-10-31,2,US,quantile,0.9,101.4376
2021-08-17,INDPRO,2021-10-31,2,US,quantile,0.95,101.7934
2021-08-17,INDPRO,2021-10-31,2,US,mean,,100.2519
2021-08-17,INDPRO,2021-11-30,3,US,quantile,0.05,98.8014
2021-08-17,INDPRO,2021-11-30,3,US,quantile,0.1,99.4072
2021-08-17,INDPRO,2021-11-30,3,US,quantile,0.5,100.6558
2021-08-17,INDPRO,2021-11-30,3,US,quantile,0.9,101.7611
2021-08-17,INDPRO,2021-11-30,3,US,quantile,0.95,102.1226
2021-08-17,INDPRO,2021-11-30,3,US,mean,,100.2519
2021-08-17,INDPRO,2021-12-31,4,US,quantile,0.05,98.462
2021-08-17,INDPRO,2021-12-31,4,US,quantile,0.1,99.2825
2021-08-17,INDPRO,2021-12-31,4,US,quantile,0.5,100.7635
2021-08-17,INDPRO,2021-12-31,4,US,quantile,0.9,102.0466
2021-08-17,INDPRO,2021-12-31,4,US,quantile,0.95,102.4223
2021-08-17,INDPRO,2021-12-31,4,US,mean,,100.2519
2021-08-17,CPIAUCSL,2021-08-31,0,US,quantile,0.05,271.803
2021-08-17,CPIAUCSL,2021-08-31,0,US,quantile,0.1,271.873
2021-08-17,CPIAUCSL,2021-08-31,0,US,quantile,0.5,272.103
2021-08-17,CPIAUCSL,2021-08-31,0,US,quantile,0.9,272.6589
2021-08-17,CPIAUCSL,2021-08-31,0,US,quantile,0.95,272.8486
2021-08-17,CPIAUCSL,2021-08-31,0,US,mean,,271.903
2021-08-17,CPIAUCSL,2021-09-30,1,US,quantile,0.05,271.7818
2021-08-17,CPIAUCSL,2021-09-30,1,US,quantile,0.1,271.883
2021-08-17,CPIAUCSL,2021-09-30,1,US,quantile,0.5,272.403
2021-08-17,CPIAUCSL,2021-09-30,1,US,quantile,0.9,273.303
2021-08-17,CPIAUCSL,2021-09-30,1,US,quantile,0.95,273.603
2021-08-17,CPIAUCSL,2021-09-30,1,US,mean,,271.903
2021-08-17,CPIAUCSL,2021-10-31,2,US,quantile,0.05,271.7895
2021-08-17,CPIAUCSL,2021-10-31,2,US,quantile,0.1,271.9093
2021-08-17,CPIAUCSL,2021-10-31,2,US,quantile,0.5,272.703
2021-08-17,CPIAUCSL,2021-10-31,2,US,quantile,0.9,273.903
2021-08-17,CPIAUCSL,2021-10-31,2,US,quantile,0.95,274.303
2021-08-17,CPIAUCSL,2021-10-31,2,US,mean,,271.903
2021-08-17,CPIAUCSL,2021-11-30,3,US,quantile,0.05,271.808
2021-08-17,CPIAUCSL,2021-11-30,3,US,quantile,0.1,271.933
2021-08-17,CPIAUCSL,2021-11-30,3,US,quantile,0.5,273.003
2021-08-17,CPIAUCSL,2021-11-30,3,US,quantile,0.9,274.403
2021-08-17,CPIAUCSL,2021-11-30,3,US,quantile,0.95,274.9735
2021-08-17,CPIAUCSL,2021-11-30,3,US,mean,,271.903
2021-08-17,CPIAUCSL,2021-12-31,4,US,quantile,0.05,271.813
2021-08-17,CPIAUCSL,2021-12-31,4,US,quantile,0.1,271.973
2021-08-17,CPIAUCSL,2021-12-31,4,US,quantile,0.5,273.303
2021-08-17,CPIAUCSL,2021-12-31,4,US,quantile,0.9,274.903
2021-08-17,CPIAUCSL,2021-12-31,4,US,quantile,0.95,275.6377
2021-08-17,CPIAUCSL,2021-12-31,4,US,mean,,271.903
2021-08-17,PCEPI,2021-08-31,0,US,quantile,0.05,109.2254
2021-08-17,PCEPI,2021-08-31,0,US,quantile,0.1,109.263
2021-08-17,PCEPI,2021-08-31,0,US,quantile,0.5,109.3725
2021-08-17,PCEPI,2021-08-31,0,US,quantile,0.9,109.5372
2021-08-17,PCEPI,2021-08-31,0,US,quantile,0.95,109.5977
2021-08-17,PCEPI,2021-08-31,0,US,mean,,109.256
2021-08-17,PCEPI,2021-09-30,1,US,quantile,0.05,109.2486
2021-08-17,PCEPI,2021-09-30,1,US,quantile,0.1,109.281
2021-08-17,PCEPI,2021-09-30,1,US,quantile,0.5,109.501
2021-08-17,PCEPI,2021-09-30,1,US,quantile,0.9,109.7826
2021-08-17,PCEPI,2021-09-30,1,US,quantile,0.95,109.8682
2021-08-17,PCEPI,2021-09-30,1,US,mean,,109.256
2021-08-17,PCEPI,2021-10-31,2,US,quantile,0.05,109.2564
2021-08-17,PCEPI,2021-10-31,2,US,quantile,0.1,109.3067
2021-08-17,PCEPI,2021-10-31,2,US,quantile,0.5,109.6315
2021-08-17,PCEPI,2021-10-31,2,US,quantile,0.9,109.991
2021-08-17,PCEPI,2021-10-31,2,US,quantile,0.95,110.142
2021-08-17,PCEPI,2021-10-31,2,US,mean,,109.256
2021-08-17,PCEPI,2021-11-30,3,US,quantile,0.05,109.285
2021-08-17,PCEPI,2021-11-30,3,US,quantile,0.1,109.328
2021-08-17,PCEPI,2021-11-30,3,US,quantile,0.5,109.763
2021-08-17,PCEPI,2021-11-30,3,US,quantile,0.9,110.204
2021-08-17,PCEPI,2021-11-30,3,US,quantile,0.95,110.4094
2021-08-17,PCEPI,2021-11-30,3,US,mean,,109.256
2021-08-17,PCEPI,2021-12-31,4,US,quantile,0.05,109.3107
2021-08-17,PCEPI,2021-12-31,4,US,quantile,0.1,109.3515
2021-08-17,PCEPI,2021-12-31,4,US,quantile,0.5,109.908
2021-08-17,PCEPI,2021-12-31,4,US,quantile,0.9,110.4305
2021-08-17,PCEPI,2021-12-31,4,US,quantile,0.95,110.687
2021-08-17,PCEPI,2021-12-31,4,US,mean,,109.256
2021-08-17,UNRATE,2021-08-31,0,US,quantile,0.05,5.1
2021-08-17,UNRATE,2021-08-31,0,US,quantile,0.1,5.2
2021-08-17,UNRATE,2021-08-31,0,US,quantile,0.5,5.4
2021-08-17,UNRATE,2021-08-31,0,US,quantile,0.9,5.6
2021-08-17,UNRATE,2021-08-31,0,US,quantile,0.95,5.7
2021-08-17,UNRATE,2021-08-31,0,US,mean,,5.4
2021-08-17,UNRATE,2021-09-30,1,US,quantile,0.05,4.9
2021-08-17,UNRATE,2021-09-30,1,US,quantile,0.1,5.1
2021-08-17,UNRATE,2021-09-30,1,US,quantile,0.5,5.4
2021-08-17,UNRATE,2021-09-30,1,US,quantile,0.9,5.8
2021-08-17,UNRATE,2021-09-30,1,US,quantile,0.95,6.0
2021-08-17,UNRATE,2021-09-30,1,US,mean,,5.4
2021-08-17,UNRATE,2021-10-31,2,US,quantile,0.05,4.8
2021-08-17,UNRATE,2021-10-31,2,US,quantile,0.1,5.0
2021-08-17,UNRATE,2021-10-31,2,US,quantile,0.5,5.3
2021-08-17,UNRATE,2021-10-31,2,US,quantile,0.9,5.9
2021-08-17,UNRATE,2021-10-31,2,US,quantile,0.95,6.2
2021-08-17,UNRATE,2021-10-31,2,US,mean,,5.4
2021-08-17,UNRATE,2021-11-30,3,US,quantile,0.05,4.7
2021-08-17,UNRATE,2021-11-30,3,US,quantile,0.1,4.9
2021-08-17,UNRATE,2021-11-30,3,US,quantile,0.5,5.3
2021-08-17,UNRATE,2021-11-30,3,US,quantile,0.9,6.1
2021-08-17,UNRATE,2021-11-30,3,US,quantile,0.95,6.4
2021-08-17,UNRATE,2021-11-30,3,US,mean,,5.4
2021-08-17,UNRATE,2021-12-31,4,US,quantile,0.05,4.6
2021-08-17,UNRATE,2021-12-31,4,US,quantile,0.1,4.8
2021-08-17,UNRATE,2021-12-31,4,US,quantile,0.5,5.3
2021-08-17,UNRATE,2021-12-31,4,US,quantile,0.9,6.2
2021-08-17,UNRATE,2021-12-31,4,US,quantile,0.95,6.7
2021-08-17,UNRATE,2021-12-31,4,US,mean,,5.4
