origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2013-01-17,INDPRO,2013-01-31,0,US,quantile,0.05,97.9659
2013-01-17,INDPRO,2013-01-31,0,US,quantile,0.1,98.2683
2013-01-17,INDPRO,2013-01-31,0,US,quantile,0.5,98.5543
2013-01-17,INDPRO,2013-01-31,0,US,quantile,0.9,98.8731
2013-01-17,INDPRO,2013-01-31,0,US,quantile,0.95,99.0739
2013-01-17,INDPRO,2013-01-31,0,US,mean,,98.5574
2013-01-17,INDPRO,2013-02-28,1,US,quantile,0.05,98.0804
2013-01-17,INDPRO,2013-02-28,1,US,quantile,0.1,98.3665
2013-01-17,INDPRO,2013-02-28,1,US,quantile,0.5,98.7795
2013-01-17,INDPRO,2013-02-28,1,US,quantile,0.9,99.421
2013-01-17,INDPRO,2013-02-28,1,US,quantile,0.95,99.7367
2013-01-17,INDPRO,2013-02-28,1,US,mean,,98.6973
2013-01-17,INDPRO,2013-03-31,2,US,quantile,0.05,97.5626
2013-01-17,INDPRO,2013-03-31,2,US,quantile,0.1,98.2668
2013-01-17,INDPRO,2013-03-31,2,US,quantile,0.5,98.8014
2013-01-17,INDPRO,2013-03-31,2,US,quantile,0.9,99.4606
2013-01-17,INDPRO,2013-03-31,2,US,quantile,0.95,100.195
2013-01-17,INDPRO,2013-03-31,2,US,mean,,98.7925
2013-01-17,INDPRO,2013-04-30,3,US,quantile,0.05,97.2463
2013-01-17,INDPRO,2013-04-30,3,US,quantile,0.1,98.2413
2013-01-17,INDPRO,2013-04-30,3,US,quantile,0.5,99.1734
2013-01-17,INDPRO,2013-04-30,3,US,quantile,0.9,100.1617
2013-01-17,INDPRO,2013-04-30,3,US,quantile,0.95,101.3378
2013-01-17,INDPRO,2013-04-30,3,US,mean,,99.0129
2013-01-17,INDPRO,2013-05-31,4,US,quantile,0.05,96.9224
2013-01-17,INDPRO,2013-05-31,4,US,quantile,0.1,98.1486
2013-01-17,INDPRO,2013-05-31,4,US,quantile,0.5,99.4562
2013-01-17,INDPRO,2013-05-31,4,US,quantile,0.9,100.6579
2013-01-17,INDPRO,2013-05-31,4,US,quantile,0.95,102.102
2013-01-17,INDPRO,2013-05-31,4,US,mean,,99.1599
2013-01-17,INDPRO,2013-06-30,5,US,quantile,0.05,95.6646
2013-01-17,INDPRO,2013-06-30,5,US,quantile,0.1,98.1384
2013-01-17,INDPRO,2013-06-30,5,US,quantile,0.5,99.6314
2013-01-17,INDPRO,2013-06-30,5,US,quantile,0.9,101.5302
2013-01-17,INDPRO,2013-06-30,5,US,quantile,0.95,102.8849
2013-01-17,INDPRO,2013-06-30,5,US,mean,,99.2309
2013-01-17,INDPRO,2013-07-31,6,US,quantile,0.05,97.0875
2013-01-17,INDPRO,2013-07-31,6,US,quantile,0.1,98.3026
2013-01-17,INDPRO,2013-07-31,6,US,quantile,0.5,99.4949
2013-01-17,INDPRO,2013-07-31,6,US,quantile,0.9,100.9234
2013-01-17,INDPRO,2013-07-31,6,US,quantile,0.95,102.5358
2013-01-17,INDPRO,2013-07-31,6,US,mean,,99.3483
2013-01-17,INDPRO,2013-08-31,7,US,quantile,0.05,95.153
2013-01-17,INDPRO,2013-08-31,7,US,quantile,0.1,98.0371
2013-01-17,INDPRO,2013-08-31,7,US,quantile,0.5,99.9708
2013-01-17,INDPRO,2013-08-31,7,US,quantile,0.9,102.8539
2013-01-17,INDPRO,2013-08-31,7,US,quantile,0.95,104.4581
2013-01-17,INDPRO,2013-08-31,7,US,mean,,99.5291
2013-01-17,INDPRO,2013-09-30,8,US,quantile,0.05,94.1717
2013-01-17,INDPRO,2013-09-30,8,US,quantile,0.1,97.9004
2013-01-17,INDPRO,2013-09-30,8,US,quantile,0.5,100.2317
2013-01-17,INDPRO,2013-09-30,8,US,quantile,0.9,102.4481
2013-01-17,INDPRO,2013-09-30,8,US,quantile,0.95,104.9506
2013-01-17,INDPRO,2013-09-30,8,US,mean,,99.6955
2013-01-17,INDPRO,2013-10-31,9,US,quantile,0.05,96.1366
2013-01-17,INDPRO,2013-10-31,9,US,quantile,0.1,98.1924
2013-01-17,INDPRO,2013-10-31,9,US,quantile,0.5,99.9592
2013-01-17,INDPRO,2013-10-31,9,US,quantile,0.9,101.7273
2013-01-17,INDPRO,2013-10-31,9,US,quantile,0.95,103.5802
2013-01-17,INDPRO,2013-10-31,9,US,mean,,99.8588
2013-01-17,INDPRO,2013-11-30,10,US,quantile,0.05,95.9348
2013-01-17,INDPRO,2013-11-30,10,US,quantile,0.1,97.9767
2013-01-17,INDPRO,2013-11-30,10,US,quantile,0.5,100.0903
2013-01-17,INDPRO,2013-11-30,10,US,quantile,0.9,102.185
2013-01-17,INDPRO,2013-11-30,10,US,quantile,0.95,104.4456
2013-01-17,INDPRO,2013-11-30,10,US,mean,,99.9521
2013-01-17,INDPRO,2013-12-31,11,US,quantile,0.05,93.9695
2013-01-17,INDPRO,2013-12-31,11,US,quantile,0.1,97.7017
2013-01-17,INDPRO,2013-12-31,11,US,quantile,0.5,100.485
2013-01-17,INDPRO,2013-12-31,11,US,quantile,0.9,102.9551
2013-01-17,INDPRO,2013-12-31,11,US,quantile,0.95,105.4191
2013-01-17,INDPRO,2013-12-31,11,US,mean,,100.02
2013-01-17,INDPRO,2014-01-31,12,US,quantile,0.05,91.7263
2013-01-17,INDPRO,2014-01-31,12,US,quantile,0.1,97.7556
2013-01-17,INDPRO,2014-01-31,12,US,quantile,0.5,100.8361
2013-01-17,INDPRO,2014-01-31,12,US,quantile,0.9,104.5212
2013-01-17,INDPRO,2014-01-31,12,US,quantile,0.95,109.1424
2013-01-17,INDPRO,2014-01-31,12,US,mean,,100.1546
