origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2023-06-17,CPIAUCSL,2023-06-30,0,US,quantile,0.05,303.1874
2023-06-17,CPIAUCSL,2023-06-30,0,US,quantile,0.1,303.2757
2023-06-17,CPIAUCSL,2023-06-30,0,US,quantile,0.5,303.5867
2023-06-17,CPIAUCSL,2023-06-30,0,US,quantile,0.9,303.966
2023-06-17,CPIAUCSL,2023-06-30,0,US,quantile,0.95,304.3344
2023-06-17,CPIAUCSL,2023-06-30,0,US,mean,,303.6149
2023-06-17,CPIAUCSL,2023-07-31,1,US,quantile,0.05,303.5695
2023-06-17,CPIAUCSL,2023-07-31,1,US,quantile,0.1,303.7286
2023-06-17,CPIAUCSL,2023-07-31,1,US,quantile,0.5,304.1536
2023-06-17,CPIAUCSL,2023-07-31,1,US,quantile,0.9,304.5717
2023-06-17,CPIAUCSL,2023-07-31,1,US,quantile,0.95,304.8243
2023-06-17,CPIAUCSL,2023-07-31,1,US,mean,,304.0702
2023-06-17,CPIAUCSL,2023-08-31,2,US,quantile,0.05,299.8605
2023-06-17,CPIAUCSL,2023-08-31,2,US,quantile,0.1,300.3507
2023-06-17,CPIAUCSL,2023-08-31,2,US,quantile,0.5,303.1415
2023-06-17,CPIAUCSL,2023-08-31,2,US,quantile,0.9,304.9096
2023-06-17,CPIAUCSL,2023-08-31,2,US,quantile,0.95,308.2853
2023-06-17,CPIAUCSL,2023-08-31,2,US,mean,,304.0031
2023-06-17,CPIAUCSL,2023-09-30,3,US,quantile,0.05,300.1068
2023-06-17,CPIAUCSL,2023-09-30,3,US,quantile,0.1,302.025
2023-06-17,CPIAUCSL,2023-09-30,3,US,quantile,0.5,304.1156
2023-06-17,CPIAUCSL,2023-09-30,3,US,quantile,0.9,307.918
2023-06-17,CPIAUCSL,2023-09-30,3,US,quantile,0.95,310.8887
2023-06-17,CPIAUCSL,2023-09-30,3,US,mean,,303.9072
2023-06-17,CPIAUCSL,2023-10-31,4,US,quantile,0.05,294.3108
2023-06-17,CPIAUCSL,2023-10-31,4,US,quantile,0.1,296.5268
2023-06-17,CPIAUCSL,2023-10-31,4,US,quantile,0.5,303.3735
2023-06-17,CPIAUCSL,2023-10-31,4,US,quantile,0.9,306.7838
2023-06-17,CPIAUCSL,2023-10-31,4,US,quantile,0.95,307.3319
2023-06-17,CPIAUCSL,2023-10-31,4,US,mean,,303.6209
2023-06-17,CPIAUCSL,2023-11-30,5,US,quantile,0.05,289.868
2023-06-17,CPIAUCSL,2023-11-30,5,US,quantile,0.1,292.1813
2023-06-17,CPIAUCSL,2023-11-30,5,US,quantile,0.5,302.7659
2023-06-17,CPIAUCSL,2023-11-30,5,US,quantile,0.9,315.8285
2023-06-17,CPIAUCSL,2023-11-30,5,US,quantile,0.95,323.1766
2023-06-17,CPIAUCSL,2023-11-30,5,US,mean,,303.1776
2023-06-17,CPIAUCSL,2023-12-31,6,US,quantile,0.05,295.8387
2023-06-17,CPIAUCSL,2023-12-31,6,US,quantile,0.1,302.2054
2023-06-17,CPIAUCSL,2023-12-31,6,US,quantile,0.5,306.8207
2023-06-17,CPIAUCSL,2023-12-31,6,US,quantile,0.9,310.9737
2023-06-17,CPIAUCSL,2023-12-31,6,US,quantile,0.95,324.03
2023-06-17,CPIAUCSL,2023-12-31,6,US,mean,,302.5351
2023-06-17,CPIAUCSL,2024-01-31,7,US,quantile,0.05,280.3573
2023-06-17,CPIAUCSL,2024-01-31,7,US,quantile,0.1,285.4906
2023-06-17,CPIAUCSL,2024-01-31,7,US,quantile,0.5,305.2934
2023-06-17,CPIAUCSL,2024-01-31,7,US,quantile,0.9,311.0348
2023-06-17,CPIAUCSL,2024-01-31,7,US,quantile,0.95,312.6613
2023-06-17,CPIAUCSL,2024-01-31,7,US,mean,,301.5169
2023-06-17,CPIAUCSL,2024-02-29,8,US,quantile,0.05,301.9055
2023-06-17,CPIAUCSL,2024-02-29,8,US,quantile,0.1,303.4239
2023-06-17,CPIAUCSL,2024-02-29,8,US,quantile,0.5,307.9746
2023-06-17,CPIAUCSL,2024-02-29,8,US,quantile,0.9,312.0872
2023-06-17,CPIAUCSL,2024-02-29,8,US,quantile,0.95,313.5626
2023-06-17,CPIAUCSL,2024-02-29,8,US,mean,,300.3799
2023-06-17,CPIAUCSL,2024-03-31,9,US,quantile,0.05,268.6965
2023-06-17,CPIAUCSL,2024-03-31,9,US,quantile,0.1,277.4916
2023-06-17,CPIAUCSL,2024-03-31,9,US,quantile,0.5,302.2726
2023-06-17,CPIAUCSL,2024-03-31,9,US,quantile,0.9,323.3906
2023-06-17,CPIAUCSL,2024-03-31,9,US,quantile,0.95,339.186
2023-06-17,CPIAUCSL,2024-03-31,9,US,mean,,299.2488
2023-06-17,CPIAUCSL,2024-04-30,10,US,quantile,0.05,259.6812
2023-06-17,CPIAUCSL,2024-04-30,10,US,quantile,0.1,270.6655
2023-06-17,CPIAUCSL,2024-04-30,10,US,quantile,0.5,304.1977
2023-06-17,CPIAUCSL,2024-04-30,10,US,quantile,0.9,322.6213
2023-06-17,CPIAUCSL,2024-04-30,10,US,quantile,0.95,349.5061
2023-06-17,CPIAUCSL,2024-04-30,10,US,mean,,297.8874
2023-06-17,CPIAUCSL,2024-05-31,11,US,quantile,0.05,281.751
2023-06-17,CPIAUCSL,2024-05-31,11,US,quantile,0.1,292.4898
2023-06-17,CPIAUCSL,2024-05-31,11,US,quantile,0.5,302.8666
2023-06-17,CPIAUCSL,2024-05-31,11,US,quantile,0.9,331.8482
2023-06-17,CPIAUCSL,2024-05-31,11,US,quantile,0.95,367.4867
2023-06-17,CPIAUCSL,2024-05-31,11,US,mean,,296.4269
2023-06-17,CPIAUCSL,2024-06-30,12,US,quantile,0.05,258.8135
